Jenjang;fakultas/sekolah;prodi;nama_mk;semester;deskripsi_mk;sumber_deskripsi;status_kepmen;kriteria_kepmen_match;keyword_match
S3;FEB;Doktor Ilmu Akuntansi;Disertasi;Semester 4;Pelaksanaan penelitian doktoral orisinal di bawah bimbingan promotor, meliputi penulisan dan ujian disertasi. Keterkaitan dengan kriteria Kepmen bergantung pada topik riset tiap mahasiswa.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Akuntansi;Ekspose Proposal Disertasi;Semester 4;Presentasi rencana penelitian disertasi di hadapan tim promotor.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Ujian Proposal Disertasi;Semester 5;Ujian proposal penelitian disertasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Penelitian dan Olah Data;Semester 5;Pelaksanaan penelitian dan pengolahan data disertasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Penilaian Kelayakan Disertasi;Semester 6;Penilaian kelayakan naskah disertasi sebelum ujian.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Ujian Tertutup Disertasi;Semester 6;Ujian tertutup naskah disertasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Wisuda;Semester 6;Tahap penyelesaian studi dan wisuda.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Seminar Riset Sistem Informasi;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Akuntansi;Seminar Riset Sektor Publik;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Akuntansi;Seminar Riset Akuntansi Berbasis Pasar;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Akuntansi;Seminar Riset Akuntansi Manajemen;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Akuntansi;Seminar Manajemen Strategik;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Akuntansi;Seminar Perilaku Organisasional;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Akuntansi;Teori Manajemen Investasi;Konsentrasi/Pilihan;Mempelajari teori portofolio, penilaian aset, dan efisiensi pasar.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Sains Keperilakuan;Konsentrasi/Pilihan;Mempelajari teori perilaku manusia dalam pengambilan keputusan dan organisasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Ekonometrika III;Konsentrasi/Pilihan;Mempelajari model regresi, uji asumsi klasik, data panel, dan inferensi ekonometrik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Teori Mikro III;Konsentrasi/Pilihan;Mempelajari teori ekonomi mikro lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Teori Organisasi;Konsentrasi/Pilihan;Mempelajari teori organisasi: struktur, desain, dan perilaku organisasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Akuntansi;Mata Kuliah di Program Magister FEB atau di fakultas lain atas rekomendasi dari Promotor dan mendapatkan izin dari Pengelola;Konsentrasi/Pilihan;MK pendukung disertasi yang diambil di program lain atas rekomendasi promotor.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Matematika Ekonomi IV;Semester 1;Mempelajari konsep matematika (fungsi, limit, turunan, integral, aljabar) dan penerapannya dalam pemecahan masalah bidang ilmu.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Ekonomi;Mikroekonomika IV;Semester 1;Mempelajari ekonomi mikro lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Makroekonomika IV;Semester 1;Mempelajari ekonomi makro lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Matematika Statistika;Semester 1;Mempelajari konsep matematika (fungsi, limit, turunan, integral, aljabar) dan penerapannya dalam pemecahan masalah bidang ilmu.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Ekonomi;Mikroekonomika V;Semester 2;Mempelajari ekonomi mikro lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Makroekonomika V;Semester 2;Mempelajari ekonomi makro lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Ekonometrika IV;Semester 2;Mempelajari model regresi, uji asumsi klasik, data panel, dan inferensi ekonometrik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Mata Kuliah Konsentrasi I;Semester 2;MK sesuai konsentrasi yang dipilih.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Sejarah Analisis dan Metode Ekonomi (Filsafat Ilmu);Semester 3;Mempelajari hakikat ilmu pengetahuan: ontologi, epistemologi, aksiologi, metode ilmiah, dan etika keilmuan.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Ekonomi;Mata Kuliah Konsentrasi 2;Semester 3;MK sesuai konsentrasi yang dipilih.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Mata Kuliah Pilihan 1;Semester 3;Mata kuliah pilihan yang topiknya ditentukan program studi pada semester berjalan (cek RPS untuk isi spesifik).;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Ekonomi;Mata Kuliah Pilihan 2;Semester 3;Mata kuliah pilihan yang topiknya ditentukan program studi pada semester berjalan (cek RPS untuk isi spesifik).;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Ekonomi;Ujian Komprehensif (Mikroekonomika dan Makroekonomika);Semester 3;Ujian penguasaan materi keilmuan sebelum tahap riset.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Metodologi Penelitian;Semester 4;Mempelajari filosofi dan desain penelitian, perumusan masalah dan hipotesis, teknik sampling dan pengumpulan data, analisis data, serta etika penelitian.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Ekonomi;Mata Kuliah Pilihan 3;Semester 4;Mata kuliah pilihan yang topiknya ditentukan program studi pada semester berjalan (cek RPS untuk isi spesifik).;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Ekonomi;Ujian Komprehensif (Mata Kuliah Konsentrasi);Semester 4;Ujian penguasaan materi keilmuan sebelum tahap riset.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Ekspose Proposal Disertasi;Semester 4;Presentasi rencana penelitian disertasi di hadapan tim promotor.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Disertasi: Ekspose Proposal Disertasi;Semester 5;Pelaksanaan penelitian doktoral orisinal di bawah bimbingan promotor, meliputi penulisan dan ujian disertasi. Keterkaitan dengan kriteria Kepmen bergantung pada topik riset tiap mahasiswa.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Ekonomi;Disertasi: Ekspose Proposal Disertasi;Semester 6;Pelaksanaan penelitian doktoral orisinal di bawah bimbingan promotor, meliputi penulisan dan ujian disertasi. Keterkaitan dengan kriteria Kepmen bergantung pada topik riset tiap mahasiswa.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Ekonomi;Ujian Tertutup Disertasi;Semester 6;Ujian tertutup naskah disertasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Ekonomika Moneter III;Konsentrasi/Pilihan;Mempelajari teori uang, perbankan sentral, dan kebijakan moneter.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Ekonomika Moneter Internasional II;Konsentrasi/Pilihan;Mempelajari nilai tukar, neraca pembayaran, dan kebijakan moneter internasional.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Keuangan Internasional;Konsentrasi/Pilihan;Mempelajari keuangan internasional: kurs, arus modal, dan lindung nilai.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Perdagangan Internasional;Konsentrasi/Pilihan;Mempelajari teori dan kebijakan perdagangan internasional: keunggulan komparatif, tarif, dan perjanjian dagang.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Ekonomika Publik V;Konsentrasi/Pilihan;Mempelajari ekonomika sektor publik: barang publik, perpajakan, dan belanja pemerintah.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Ekonomika Publik VI;Konsentrasi/Pilihan;Mempelajari ekonomika sektor publik: barang publik, perpajakan, dan belanja pemerintah.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Crime Economics;Konsentrasi/Pilihan;Mempelajari ekonomi kriminalitas: insentif, penegakan hukum, dan dampak ekonomi kejahatan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Health Economics;Konsentrasi/Pilihan;Mempelajari ekonomi kesehatan: permintaan layanan, asuransi, dan pembiayaan kesehatan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Institutional Economics II;Konsentrasi/Pilihan;Mempelajari ekonomi kelembagaan: biaya transaksi, hak kepemilikan, dan tata kelola.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Regional Economics III;Konsentrasi/Pilihan;Mempelajari ekonomi regional: lokasi, aglomerasi, dan pertumbuhan wilayah.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Economics of Poverty;Konsentrasi/Pilihan;Mempelajari pengukuran kemiskinan, determinan, dan kebijakan pengentasan kemiskinan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Natural Resource and Environment Economics II;Konsentrasi/Pilihan;Mempelajari analisis ekonomi pengelolaan sumber daya alam dan lingkungan: eksternalitas, valuasi ekonomi lingkungan, instrumen kebijakan (pajak karbon, perdagangan emisi), dan ekonomi perubahan iklim untuk pembangunan berkelanjutan.;Kurasi manual;Substansial – dihitung;a, b, i;pembangunan berkelanjutan, perubahan iklim, emisi, pajak karbon, pengelolaan sumber daya alam
S3;FEB;Doktor Ilmu Ekonomi;Game Theory II;Konsentrasi/Pilihan;Mempelajari teori permainan: keseimbangan Nash, permainan dinamis, dan informasi tak lengkap.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Applied Microeconomics;Konsentrasi/Pilihan;Mempelajari penerapan ekonomi mikro pada analisis empiris.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Economic Evaluation of Social Policies;Konsentrasi/Pilihan;Mempelajari evaluasi ekonomi kebijakan sosial: analisis biaya-manfaat dan evaluasi dampak.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Applied Experimental Economics;Konsentrasi/Pilihan;Mempelajari ekonomi eksperimental: desain eksperimen laboratorium dan lapangan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Ekonomi;Advanced Topics in Applied Economics;Konsentrasi/Pilihan;Mempelajari topik lanjut ekonomi terapan dan metodologi empirisnya.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Teori Organisasi;Semester 1;Mempelajari teori organisasi: struktur, desain, dan perilaku organisasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Statistika;Semester 1;Mempelajari statistika deskriptif dan inferensial: distribusi peluang, estimasi, uji hipotesis, korelasi-regresi, dan penerapannya dalam analisis data.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Sains Keperilakuan;Semester 1;Mempelajari teori perilaku manusia dalam pengambilan keputusan dan organisasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Metodologi Penelitian 1;Semester 1;Mempelajari filosofi dan desain penelitian, perumusan masalah dan hipotesis, teknik sampling dan pengumpulan data, analisis data, serta etika penelitian.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Industrial Organization;Semester 2;Mempelajari organisasi industri: struktur pasar, perilaku perusahaan, dan kebijakan persaingan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Ekonometrika III/*Multivariate Data Analysis*;Semester 2;Mempelajari ekonometrika dan analisis data multivariat lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Metodologi Penelitian 2;Semester 2;Mempelajari filosofi dan desain penelitian, perumusan masalah dan hipotesis, teknik sampling dan pengumpulan data, analisis data, serta etika penelitian.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Mata Kuliah Konsentrasi/Pilihan 1;Semester 2;MK konsentrasi atau pilihan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Mata Kuliah Konsentrasi/Pilihan 2;Semester 3;MK konsentrasi atau pilihan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Mata Kuliah Konsentrasi/Pilihan 3;Semester 3;MK konsentrasi atau pilihan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Riset Literatur;Semester 3;Mempelajari kajian literatur mendalam.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Workshop Metode Riset;Semester 3;Lokakarya metode riset.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Pengembangan Desain Riset;Semester 4;Mempelajari pengembangan desain penelitian.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Ekspose Proposal Disertasi;Semester 4;Presentasi rencana penelitian disertasi di hadapan tim promotor.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Disertasi;Semester 5;Pelaksanaan penelitian doktoral orisinal di bawah bimbingan promotor, meliputi penulisan dan ujian disertasi. Keterkaitan dengan kriteria Kepmen bergantung pada topik riset tiap mahasiswa.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Ujian Proposal Disertasi;Semester 5;Ujian proposal penelitian disertasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Disertasi (lanjutan);Semester 6;Pelaksanaan penelitian doktoral orisinal di bawah bimbingan promotor, meliputi penulisan dan ujian disertasi. Keterkaitan dengan kriteria Kepmen bergantung pada topik riset tiap mahasiswa.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Penilaian Kelayakan Disertasi Ujian Tertutup Disertasi Wisuda;Semester 6;Tahap penilaian kelayakan, ujian tertutup, dan penyelesaian disertasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Teori Pemasaran;Konsentrasi/Pilihan;Mempelajari teori pemasaran dan perilaku konsumen.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Seminar Riset Perilaku Konsumen;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Seminar Riset Manajemen Sumber Daya Manusia;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Seminar Perilaku Organisasional;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Teori Manajemen Sumber Daya Manusia;Konsentrasi/Pilihan;Mempelajari teori manajemen SDM.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Seminar Riset Manajemen Strategik;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Seminar Perilaku Organisasi;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Seminar Manajemen Strategik;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S3;FEB;Doktor Ilmu Manajemen;Behavioral Operations and Innovation;Konsentrasi/Pilihan;Mempelajari aspek perilaku dalam manajemen operasi dan inovasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S3;FEB;Doktor Ilmu Manajemen;Seminar Riset Operations and Innovation;Konsentrasi/Pilihan;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
